time_s,x_m,y_m,z_m,original_target_x_m,original_target_y_m,selected_target_x_m,selected_target_y_m,target_type,proposed_speed_mps,executed_speed_mps,intervention,reason,current_clearance_m,direct_predicted_clearance_m,safe_predicted_clearance_m,adaptive_speed_mps,risk_score,avoid_active,avoid_obstacle
0.0,-1.1,0.12,0.3,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.89,0.32681188125603655,0.32681188125603655,0.34,0.0,0,O1
0.020833333333333332,-1.0999986066178096,0.11999970601718214,0.30000234873667736,1.55,-0.08,1.55,-0.08,original,0.34,0.33999999999999997,0,guided_smooth_avoidance,0.8899986066178506,0.32681051246754644,0.3268105182025186,0.34,0.0,0,O1
0.041666666666666664,-1.0999707960069958,0.11999436665113088,0.3000068259565935,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8899707960221078,0.3267831647327334,0.3267832682099642,0.34,0.0,0,O1
0.0625,-1.0998637364004995,0.11998175475149361,0.30001506355488133,1.55,-0.08,1.55,-0.08,original,0.34,0.33999999999999997,0,guided_smooth_avoidance,0.8898637365590386,0.32667746590173097,0.32667769469019436,0.34,0.0,0,O1
0.08333333333333333,-1.0996460443659846,0.11996486603300555,0.3000255707544588,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8896460449539901,0.32646207782103753,0.3264622932222654,0.34,0.0,0,O1
0.10416666666666667,-1.099318201295165,0.11993500599147362,0.3000400156046665,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.8893182033080059,0.32613794524639206,0.3261382906620701,0.34,0.0,0,O1
0.125,-1.0988659307609931,0.11989488823525435,0.3000586376695434,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.888865936027864,0.32569074713827184,0.32569123375388176,0.34,0.0,0,O1
0.14583333333333334,-1.0982682201267435,0.11985188579611426,0.30007589929016887,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8882682305905812,0.32509922307340633,0.3250995876442463,0.34,0.0,0,O1
0.16666666666666666,-1.0975429290196834,0.11978400188679955,0.3000933251599358,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8875429512885483,0.3243823084226539,0.3243830316375147,0.34,0.0,0,O1
0.1875,-1.0967070888280985,0.11968423121966226,0.30011044145699517,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8867071364583864,0.32355732678811755,0.3235590887480593,0.34,0.0,0,O1
0.20833333333333334,-1.0957280453217342,0.11957545486820918,0.30012675646624287,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8857281315002402,0.32259063447806524,0.32259326098871244,0.34,0.0,0,O1
0.22916666666666666,-1.0945653996859306,0.11946327680301427,0.3001395729062242,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8845655375766607,0.3214418219131282,0.3214448933893763,0.34,0.0,0,O1
0.25,-1.093227804866046,0.11933295794289811,0.30014884773154055,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8832280181200726,0.32012032440172355,0.32012394548044054,0.34,0.0,0,O1
0.2708333333333333,-1.091739815913696,0.11919836250805768,0.30015667042992494,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8817401243508717,0.3186498122501962,0.31865370388443337,0.34,0.0,0,O1
0.2916666666666667,-1.0900958751702794,0.11907895532485956,0.30016378743523925,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.8800962829803417,0.31702371196662427,0.3170270061424082,0.34,0.0,0,O1
0.3125,-1.0882949989024857,0.11894532199839522,0.3001703142784128,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.8782955345621014,0.3152427140251538,0.31524555591134407,0.34,0.0,0,O1
0.3333333333333333,-1.086386140350127,0.11876006425292271,0.3001778421307836,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.8763868820814406,0.31335761053610756,0.31336142199983863,0.34,0.0,0,O1
0.3541666666666667,-1.0844260250286417,0.11853441478613069,0.30018823544951206,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8744270632560688,0.31142419522244746,0.31143002887392124,0.34,0.0,0,O1
0.375,-1.0824226153124328,0.11828790167067728,0.3001997054844951,1.55,-0.08,1.55,-0.08,original,0.34,0.3400000000000001,0,guided_smooth_avoidance,0.8724240349242421,0.30944933090351245,0.3094575303623095,0.34,0.0,0,O1
0.3958333333333333,-1.080375247685296,0.11800017621169014,0.300210178905162,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.870377188381866,0.3074336164395939,0.30744514696214464,0.34,0.0,0,O1
0.4166666666666667,-1.078320206556561,0.1176541475490859,0.3002215871142823,1.55,-0.08,1.55,-0.08,original,0.34,0.33999999999999997,0,guided_smooth_avoidance,0.8683228822875865,0.3054141995688733,0.30543057759245174,0.34,0.0,0,O1
0.4375,-1.0762869324920183,0.11728260733889966,0.300235605425557,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8662905300287783,0.30341846513415793,0.3034400681702837,0.34,0.0,0,O1
0.4583333333333333,-1.0742545321749275,0.11692609627405363,0.3002516812447897,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8642591447309592,0.30142325235483314,0.30144904477575496,0.34,0.0,0,O1
0.4791666666666667,-1.072194278694965,0.11657625343778136,0.3002686426278371,1.55,-0.08,1.55,-0.08,original,0.34,0.33999999999999997,0,guided_smooth_avoidance,0.8622000124423995,0.29940054700742436,0.29942981079110087,0.34,0.0,0,O1
0.5,-1.0701262763373551,0.11621675812952578,0.3002862311523419,1.55,-0.08,1.55,-0.08,original,0.34,0.33999999999999997,0,guided_smooth_avoidance,0.8601332915815306,0.2973713263531417,0.2974040169976129,0.34,0.0,0,O1
0.5208333333333334,-1.0680785788123288,0.11587995488516886,0.3003045287268744,1.55,-0.08,1.55,-0.08,original,0.34,0.34,0,guided_smooth_avoidance,0.8580869154489116,0.29536138218662134,0.29539644436224954,0.34,0.0,0,O1
