time_s,x_m,y_m,z_m,nearest_obstacle,distance_to_obstacle_center_m,nearest_clearance_m,current_clearance_m,proximity_risk,original_target_x_m,original_target_y_m,selected_target_x_m,selected_target_y_m,target_type,proposed_speed_mps,executed_speed_mps,adaptive_speed_mps,speed_reduction_mps,speed_reduction_ratio,intervention,reason,direct_predicted_clearance_m,safe_predicted_clearance_m,risk_score,avoid_active,avoid_obstacle
0.0,-1.1,0.12,0.3,O1,0.9500000000000001,0.79,0.79,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22532122280159558,0.22532122280159558,0.0,0,O1
0.020833333333333332,-1.0999986065952032,0.11999979196094854,0.3000022984723453,O1,0.949998606595226,0.7899986065952259,0.7899986065952259,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22531984666425717,0.22531984957463666,0.0,0,O1
0.041666666666666664,-1.099970791085601,0.11999601364317128,0.3000065412122358,O1,0.9499707910939649,0.7899707910939648,0.7899707910939648,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.3400000000000001,0.34,-5.551115123125783e-17,-1.6326809185664065e-16,0,guided_smooth_avoidance,0.22529235581744048,0.22529240832956152,0.0,0,O1
0.0625,-1.0998636220309663,0.11998708892223575,0.30001447196285264,O1,0.9498636221187136,0.7898636221187135,0.7898636221187135,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22518613622820619,0.22518625233129672,0.0,0,O1
0.08333333333333333,-1.0996455253423991,0.11997513776323439,0.3000246432216394,O1,0.9496455256678525,0.7896455256678525,0.7896455256678525,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22496964043220088,0.2249697496274963,0.0,0,O1
0.10416666666666667,-1.0993171854546542,0.11995400995829987,0.300037707000001,O1,0.9493171865686569,0.7893171865686569,0.7893171865686569,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.224643883421521,0.22464405848896143,0.0,0,O1
0.125,-1.0988649097607892,0.11992562566019083,0.30005341848936873,O1,0.94886491267561,0.78886491267561,0.78886491267561,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22419513585585624,0.22419538324262436,0.0,0,O1
0.14583333333333334,-1.0982669953676696,0.11989519661638619,0.30006829432048227,O1,0.9482670011591552,0.7882670011591552,0.7882670011591552,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.34,0.34,0.0,0.0,0,guided_smooth_avoidance,0.22360151780600898,0.22360170396130144,0.0,0,O1
0.16666666666666666,-1.0975412323382683,0.11984755965296566,0.30008450068807196,O1,0.9475412446005627,0.7875412446005626,0.7875412446005626,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.3400000000000001,0.34,-5.551115123125783e-17,-1.6326809185664065e-16,0,guided_smooth_avoidance,0.22288157191752453,0.22288193193876057,0.0,0,O1
0.1875,-1.0967072785191037,0.11978393214164913,0.30010230992154835,O1,0.9467073031757847,0.7867073031757846,0.7867073031757846,0.0,1.9,-0.04,1.9,-0.04,original,0.34,0.3400000000000001,0.34,-5.551115123125783e-17,-1.6326809185664065e-16,0,guided_smooth_avoidance,0.22205482157549902,0.2220555603805742,0.0,0,O1
