obstacle,closest_time_s,closest_x_m,closest_y_m,distance_to_center_m,min_clearance_m,max_proximity_risk,min_executed_speed_mps,max_speed_reduction_mps,intervention_steps
O1,11.8125,-0.16177962141104207,-0.1276836492632458,0.24796360537979367,0.08796360537979367,0.5601819731010317,0.27697064744594635,0.06302935255405367,743
O2,17.979166666666668,0.2773548031076686,-0.000481312318497478,0.24195650328778245,0.08195650328778245,0.5902174835610877,0.27302566761612596,0.06697433238387407,99
